,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,block,iti,pair_type,high_size_on_left,left_size_group,right_size_group,left_size_num,right_size_num,left_category,right_category,left_exemplar,right_exemplar,left_index,right_index,left_img_path,right_img_path,accuracy,no_resposne,onset,duration,left_chosen,chosen_category,unchosen_category,chosen_size_group,unchosen_size_group,chosen_size_num,unchosen_size_num,chosen_exemplar,unchosen_exemplar,no_response,size_final_tally
191,,size_choice,,html-keyboard-response,191,295854,0.0-1.0-266.0,0,0,1,,,,,,66.0,66.0,2.0,1000.0,M-XL,1.0,XL,M,4.0,2.0,car,ketchup,car10,ketchup8,159.0,97.0,/static/Size_judgement/Stimuli/Size_stims/XL/car/car9.jpg,/static/Size_judgement/Stimuli/Size_stims/M/ketchup/ketchup5.jpg,,1.0,199.5,1.5,,,,,,,,,,,
192,,iti,,html-keyboard-response,192,296837,0.0-1.0-268.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,199.5,0.0,,,,,,,,,,,
193,,size_choice,,html-keyboard-response,193,299502,0.0-1.0-270.0,0,0,1,,,,,,67.0,67.0,2.0,1000.0,S-L,1.0,L,S,3.0,1.0,deskchair,thread,deskchair6,thread3,15.0,142.0,/static/Size_judgement/Stimuli/Size_stims/L/deskchair/deskchair5.jpg,/static/Size_judgement/Stimuli/Size_stims/S/thread/thread4.jpg,,1.0,201.0,1.5,,,,,,,,,,,
194,,iti,,html-keyboard-response,194,299735,0.0-1.0-272.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,201.0,0.0,,,,,,,,,,,
195,,size_choice,,html-keyboard-response,195,301738,0.0-1.0-274.0,0,0,1,,,,,,68.0,68.0,2.0,2000.0,S-XL,0.0,S,XL,1.0,4.0,screws,dumptruck,screws3,dumptruck4,122.0,173.0,/static/Size_judgement/Stimuli/Size_stims/S/screws/screws7.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/dumptruck/dumptruck1.jpg,,1.0,202.5,1.5,,,,,,,,,,,
196,,iti,,html-keyboard-response,196,303665,0.0-1.0-276.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,203.5,1.0,,,,,,,,,,,
197,,size_choice,,html-keyboard-response,197,305665,0.0-1.0-278.0,0,0,1,,,,,,69.0,69.0,2.0,3000.0,S-XL,0.0,S,XL,1.0,4.0,paperclip,dumptruck,paperclip8,dumptruck7,117.0,176.0,/static/Size_judgement/Stimuli/Size_stims/S/paperclip/paperclip5.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/dumptruck/dumptruck6.jpg,,1.0,205.0,1.5,,,,,,,,,,,
198,,iti,,html-keyboard-response,198,308137,0.0-1.0-280.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,207.0,2.0,,,,,,,,,,,
199,,size_choice,,html-keyboard-response,199,309640,0.0-1.0-282.0,0,0,1,,,,,,70.0,70.0,2.0,1500.0,S-L,0.0,S,L,1.0,3.0,die,deskchair,die1,deskchair8,100.0,17.0,/static/Size_judgement/Stimuli/Size_stims/S/die/die8.jpg,/static/Size_judgement/Stimuli/Size_stims/L/deskchair/deskchair1.jpg,,1.0,208.5,1.5,,,,,,,,,,,
200,,iti,,html-keyboard-response,200,310143,0.0-1.0-284.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,209.0,0.5,,,,,,,,,,,
201,,size_choice,,html-keyboard-response,201,310593,0.0-1.0-286.0,0,0,1,,449.0,,,68.0,71.0,71.0,2.0,1500.0,XL-XL,,XL,XL,4.0,4.0,tractor,van,tractor3,van8,182.0,197.0,/static/Size_judgement/Stimuli/Size_stims/XL/tractor/tractor5.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/van/van10.jpg,,,209.449,0.449,1.0,tractor,van,XL,XL,4.0,4.0,tractor3,van8,0.0,
202,,size_choice_confirmation,,html-keyboard-response,202,311648,0.0-1.0-287.0-0.0,0,0,1,,,,,,71.0,,,,,,,,,,,,,,,,,,,,210.5,1.051,,,,,,,,,,,
203,,iti,,html-keyboard-response,203,313151,0.0-1.0-288.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,212.0,1.5,,,,,,,,,,,
204,,size_choice,,html-keyboard-response,204,313489,0.0-1.0-290.0,0,0,1,,335.0,,,68.0,72.0,72.0,2.0,1500.0,S-XL,0.0,S,XL,1.0,4.0,paperclip,dumptruck,paperclip4,dumptruck5,113.0,174.0,/static/Size_judgement/Stimuli/Size_stims/S/paperclip/paperclip3.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/dumptruck/dumptruck3.jpg,0.0,,212.335,0.335,1.0,paperclip,dumptruck,S,XL,1.0,4.0,paperclip4,dumptruck5,0.0,
205,,size_choice_confirmation,,html-keyboard-response,205,314658,0.0-1.0-291.0-0.0,0,0,1,,,,,,72.0,,,,,,,,,,,,,,,,,,,,213.5,1.165,,,,,,,,,,,
206,,iti,,html-keyboard-response,206,316164,0.0-1.0-292.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,215.0,1.5,,,,,,,,,,,
207,,size_choice,,html-keyboard-response,207,316673,0.0-1.0-294.0,0,0,1,,509.0,,,68.0,73.0,73.0,2.0,3000.0,M-L,0.0,M,L,2.0,3.0,coffeemaker,dishwasher,coffeemaker6,dishwasher4,65.0,23.0,/static/Size_judgement/Stimuli/Size_stims/M/coffeemaker/coffeemaker8.jpg,/static/Size_judgement/Stimuli/Size_stims/L/dishwasher/dishwasher5.jpg,0.0,,215.509,0.509,1.0,coffeemaker,dishwasher,M,L,2.0,3.0,coffeemaker6,dishwasher4,0.0,
208,,size_choice_confirmation,,html-keyboard-response,208,317668,0.0-1.0-295.0-0.0,0,0,1,,,,,,73.0,,,,,,,,,,,,,,,,,,,,216.5,0.991,,,,,,,,,,,
209,,iti,,html-keyboard-response,209,320670,0.0-1.0-296.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,219.5,3.0,,,,,,,,,,,
210,,size_choice,,html-keyboard-response,210,321257,0.0-1.0-298.0,0,0,1,,585.0,,,68.0,74.0,74.0,2.0,1500.0,S-XL,1.0,XL,S,4.0,1.0,car,die,car1,die9,150.0,108.0,/static/Size_judgement/Stimuli/Size_stims/XL/car/car2.jpg,/static/Size_judgement/Stimuli/Size_stims/S/die/die7.jpg,1.0,,220.085,0.585,1.0,car,die,XL,S,4.0,1.0,car1,die9,0.0,
211,,size_choice_confirmation,,html-keyboard-response,211,322176,0.0-1.0-299.0-0.0,0,0,1,,,,,,74.0,,,,,,,,,,,,,,,,,,,,221.0,0.915,,,,,,,,,,,
212,,iti,,html-keyboard-response,212,323680,0.0-1.0-300.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,222.5,1.5,,,,,,,,,,,
213,,size_choice,,html-keyboard-response,213,323735,0.0-1.0-302.0,0,0,1,,53.0,,,68.0,75.0,75.0,2.0,1500.0,M-XL,1.0,XL,M,4.0,2.0,crane,handsaw,crane1,handsaw10,160.0,89.0,/static/Size_judgement/Stimuli/Size_stims/XL/crane/crane7.jpg,/static/Size_judgement/Stimuli/Size_stims/M/handsaw/handsaw10.jpg,1.0,,222.553,0.053,1.0,crane,handsaw,XL,M,4.0,2.0,crane1,handsaw10,0.0,
214,,size_choice_confirmation,,html-keyboard-response,214,325185,0.0-1.0-303.0-0.0,0,0,1,,,,,,75.0,,,,,,,,,,,,,,,,,,,,224.0,1.447,,,,,,,,,,,
215,,iti,,html-keyboard-response,215,326689,0.0-1.0-304.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,225.5,1.5,,,,,,,,,,,
216,,size_choice,,html-keyboard-response,216,326809,0.0-1.0-306.0,0,0,1,,118.0,,,68.0,76.0,76.0,2.0,1500.0,S-XL,1.0,XL,S,4.0,1.0,tractor,screws,tractor2,screws6,181.0,125.0,/static/Size_judgement/Stimuli/Size_stims/XL/tractor/tractor7.jpg,/static/Size_judgement/Stimuli/Size_stims/S/screws/screws3.jpg,1.0,,225.618,0.118,1.0,tractor,screws,XL,S,4.0,1.0,tractor2,screws6,0.0,
217,,size_choice_confirmation,,html-keyboard-response,217,328196,0.0-1.0-307.0-0.0,0,0,1,,,,,,76.0,,,,,,,,,,,,,,,,,,,,227.0,1.382,,,,,,,,,,,
218,,iti,,html-keyboard-response,218,329698,0.0-1.0-308.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,228.5,1.5,,,,,,,,,,,
219,,size_choice,,html-keyboard-response,219,330442,0.0-1.0-310.0,0,0,1,,744.0,,,68.0,77.0,77.0,2.0,2000.0,M-L,0.0,M,L,2.0,3.0,coffeemaker,deskchair,coffeemaker4,deskchair5,63.0,14.0,/static/Size_judgement/Stimuli/Size_stims/M/coffeemaker/coffeemaker11.jpg,/static/Size_judgement/Stimuli/Size_stims/L/deskchair/deskchair7.jpg,0.0,,229.244,0.744,1.0,coffeemaker,deskchair,M,L,2.0,3.0,coffeemaker4,deskchair5,0.0,
220,,size_choice_confirmation,,html-keyboard-response,220,331201,0.0-1.0-311.0-0.0,0,0,1,,,,,,77.0,,,,,,,,,,,,,,,,,,,,230.0,0.756,,,,,,,,,,,
221,,iti,,html-keyboard-response,221,333203,0.0-1.0-312.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,232.0,2.0,,,,,,,,,,,
222,,size_choice,,html-keyboard-response,222,333502,0.0-1.0-314.0,0,0,1,,298.0,,,68.0,78.0,78.0,2.0,1500.0,M-XL,1.0,XL,M,4.0,2.0,dumptruck,coffeemaker,dumptruck10,coffeemaker10,179.0,69.0,/static/Size_judgement/Stimuli/Size_stims/XL/dumptruck/dumptruck4.jpg,/static/Size_judgement/Stimuli/Size_stims/M/coffeemaker/coffeemaker18.jpg,1.0,,232.298,0.298,1.0,dumptruck,coffeemaker,XL,M,4.0,2.0,dumptruck10,coffeemaker10,0.0,
223,,size_choice_confirmation,,html-keyboard-response,223,334711,0.0-1.0-315.0-0.0,0,0,1,,,,,,78.0,,,,,,,,,,,,,,,,,,,,233.5,1.202,,,,,,,,,,,
224,,iti,,html-keyboard-response,224,336216,0.0-1.0-316.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,235.0,1.5,,,,,,,,,,,
225,,size_choice,,html-keyboard-response,225,336330,0.0-1.0-318.0,0,0,1,,112.0,,,68.0,79.0,79.0,2.0,1000.0,L-L,,L,L,3.0,3.0,mailbox,cooler,mailbox4,cooler6,43.0,5.0,/static/Size_judgement/Stimuli/Size_stims/L/mailbox/mailbox5.jpg,/static/Size_judgement/Stimuli/Size_stims/L/cooler/cooler1.jpg,,,235.112,0.112,1.0,mailbox,cooler,L,L,3.0,3.0,mailbox4,cooler6,0.0,
226,,size_choice_confirmation,,html-keyboard-response,226,337719,0.0-1.0-319.0-0.0,0,0,1,,,,,,79.0,,,,,,,,,,,,,,,,,,,,236.5,1.388,,,,,,,,,,,
227,,iti,,html-keyboard-response,227,338726,0.0-1.0-320.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,237.5,1.0,,,,,,,,,,,
228,,size_choice,,html-keyboard-response,228,339401,0.0-1.0-322.0,0,0,1,,674.0,,,68.0,80.0,80.0,2.0,1000.0,S-M,0.0,S,M,1.0,2.0,die,basketball,die3,basketball3,102.0,52.0,/static/Size_judgement/Stimuli/Size_stims/S/die/die10.jpg,/static/Size_judgement/Stimuli/Size_stims/M/basketball/basketball10.jpg,0.0,,238.174,0.674,1.0,die,basketball,S,M,1.0,2.0,die3,basketball3,0.0,
229,,size_choice_confirmation,,html-keyboard-response,229,340230,0.0-1.0-323.0-0.0,0,0,1,,,,,,80.0,,,,,,,,,,,,,,,,,,,,239.0,0.826,,,,,,,,,,,
230,,iti,,html-keyboard-response,230,341232,0.0-1.0-324.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,1.0,,,,,,,,,,,
231,,size_choice,,html-keyboard-response,231,341554,0.0-1.0-326.0,0,0,1,,321.0,,,68.0,81.0,81.0,2.0,2000.0,S-L,0.0,S,L,1.0,3.0,thread,garbagecan,thread9,garbagecan7,148.0,36.0,/static/Size_judgement/Stimuli/Size_stims/S/thread/thread8.jpg,/static/Size_judgement/Stimuli/Size_stims/L/garbagecan/garbagecan16.jpg,0.0,,240.321,0.321,1.0,thread,garbagecan,S,L,1.0,3.0,thread9,garbagecan7,0.0,
232,,size_choice_confirmation,,html-keyboard-response,232,342735,0.0-1.0-327.0-0.0,0,0,1,,,,,,81.0,,,,,,,,,,,,,,,,,,,,241.5,1.179,,,,,,,,,,,
233,,iti,,html-keyboard-response,233,344737,0.0-1.0-328.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,243.5,2.0,,,,,,,,,,,
234,,size_choice,,html-keyboard-response,234,344821,0.0-1.0-330.0,0,0,1,,82.0,,,68.0,82.0,82.0,2.0,2000.0,M-XL,1.0,XL,M,4.0,2.0,tractor,basketball,tractor8,basketball8,187.0,57.0,/static/Size_judgement/Stimuli/Size_stims/XL/tractor/tractor10.jpg,/static/Size_judgement/Stimuli/Size_stims/M/basketball/basketball7.jpg,1.0,,243.582,0.082,1.0,tractor,basketball,XL,M,4.0,2.0,tractor8,basketball8,0.0,
235,,size_choice_confirmation,,html-keyboard-response,235,346240,0.0-1.0-331.0-0.0,0,0,1,,,,,,82.0,,,,,,,,,,,,,,,,,,,,245.0,1.418,,,,,,,,,,,
236,,iti,,html-keyboard-response,236,348245,0.0-1.0-332.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,247.0,2.0,,,,,,,,,,,
237,,size_choice,,html-keyboard-response,237,348838,0.0-1.0-334.0,0,0,1,,591.0,,,68.0,83.0,83.0,2.0,1000.0,S-XL,0.0,S,XL,1.0,4.0,screws,van,screws2,van3,121.0,192.0,/static/Size_judgement/Stimuli/Size_stims/S/screws/screws5.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/van/van6.jpg,0.0,,247.591,0.591,1.0,screws,van,S,XL,1.0,4.0,screws2,van3,0.0,
238,,size_choice_confirmation,,html-keyboard-response,238,349753,0.0-1.0-335.0-0.0,0,0,1,,,,,,83.0,,,,,,,,,,,,,,,,,,,,248.5,0.909,,,,,,,,,,,
239,,iti,,html-keyboard-response,239,350758,0.0-1.0-336.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,249.5,1.0,,,,,,,,,,,
240,,size_choice,,html-keyboard-response,240,350967,0.0-1.0-338.0,0,0,1,,207.0,,,68.0,84.0,84.0,2.0,1000.0,L-L,,L,L,3.0,3.0,cooler,dishwasher,cooler3,dishwasher9,2.0,28.0,/static/Size_judgement/Stimuli/Size_stims/L/cooler/cooler2.jpg,/static/Size_judgement/Stimuli/Size_stims/L/dishwasher/dishwasher2.jpg,,,249.707,0.207,1.0,cooler,dishwasher,L,L,3.0,3.0,cooler3,dishwasher9,0.0,
241,,size_choice_confirmation,,html-keyboard-response,241,352262,0.0-1.0-339.0-0.0,0,0,1,,,,,,84.0,,,,,,,,,,,,,,,,,,,,251.0,1.293,,,,,,,,,,,
242,,iti,,html-keyboard-response,242,353267,0.0-1.0-340.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,252.0,1.0,,,,,,,,,,,
243,,size_choice,,html-keyboard-response,243,354217,0.0-1.0-342.0,0,0,1,,949.0,,,68.0,85.0,85.0,2.0,1000.0,M-M,,M,M,2.0,2.0,hairdryer,handsaw,hairdryer10,handsaw2,79.0,81.0,/static/Size_judgement/Stimuli/Size_stims/M/hairdryer/hairdryer6.jpg,/static/Size_judgement/Stimuli/Size_stims/M/handsaw/handsaw9.jpg,,,252.949,0.949,1.0,hairdryer,handsaw,M,M,2.0,2.0,hairdryer10,handsaw2,0.0,
244,,size_choice_confirmation,,html-keyboard-response,244,354771,0.0-1.0-343.0-0.0,0,0,1,,,,,,85.0,,,,,,,,,,,,,,,,,,,,253.5,0.551,,,,,,,,,,,
245,,iti,,html-keyboard-response,245,355774,0.0-1.0-344.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,254.5,1.0,,,,,,,,,,,
246,,size_choice,,html-keyboard-response,246,356832,0.0-1.0-346.0,0,0,1,,1056.0,,,68.0,86.0,86.0,2.0,1000.0,L-XL,0.0,L,XL,3.0,4.0,garbagecan,crane,garbagecan6,crane2,35.0,161.0,/static/Size_judgement/Stimuli/Size_stims/L/garbagecan/garbagecan14.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/crane/crane6.jpg,0.0,,255.556,1.056,1.0,garbagecan,crane,L,XL,3.0,4.0,garbagecan6,crane2,0.0,
247,,size_choice_confirmation,,html-keyboard-response,247,357282,0.0-1.0-347.0-0.0,0,0,1,,,,,,86.0,,,,,,,,,,,,,,,,,,,,256.0,0.444,,,,,,,,,,,
248,,iti,,html-keyboard-response,248,358287,0.0-1.0-348.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,257.0,1.0,,,,,,,,,,,
249,,size_choice,,html-keyboard-response,249,359273,0.0-1.0-350.0,0,0,1,,985.0,,,68.0,87.0,87.0,2.0,1000.0,XL-XL,,XL,XL,4.0,4.0,car,tractor,car2,tractor10,151.0,189.0,/static/Size_judgement/Stimuli/Size_stims/XL/car/car3.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/tractor/tractor8.jpg,,,257.985,0.985,1.0,car,tractor,XL,XL,4.0,4.0,car2,tractor10,0.0,
250,,size_choice_confirmation,,html-keyboard-response,250,359790,0.0-1.0-351.0-0.0,0,0,1,,,,,,87.0,,,,,,,,,,,,,,,,,,,,258.5,0.515,,,,,,,,,,,
251,,iti,,html-keyboard-response,251,360796,0.0-1.0-352.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,259.5,1.0,,,,,,,,,,,
252,,size_choice,,html-keyboard-response,252,361376,0.0-1.0-354.0,0,0,1,,578.0,,,68.0,88.0,88.0,2.0,1000.0,S-L,1.0,L,S,3.0,1.0,deskchair,screws,deskchair7,screws10,16.0,129.0,/static/Size_judgement/Stimuli/Size_stims/L/deskchair/deskchair4.jpg,/static/Size_judgement/Stimuli/Size_stims/S/screws/screws9.jpg,1.0,,260.078,0.578,1.0,deskchair,screws,L,S,3.0,1.0,deskchair7,screws10,0.0,
253,,size_choice_confirmation,,html-keyboard-response,253,362302,0.0-1.0-355.0-0.0,0,0,1,,,,,,88.0,,,,,,,,,,,,,,,,,,,,261.0,0.922,,,,,,,,,,,
254,,iti,,html-keyboard-response,254,363307,0.0-1.0-356.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,262.0,1.0,,,,,,,,,,,
255,,size_choice,,html-keyboard-response,255,364565,0.0-1.0-358.0,0,0,1,,1257.0,,,68.0,89.0,89.0,2.0,3500.0,S-L,1.0,L,S,3.0,1.0,garbagecan,teabag,garbagecan1,teabag4,30.0,133.0,/static/Size_judgement/Stimuli/Size_stims/L/garbagecan/garbagecan4.jpg,/static/Size_judgement/Stimuli/Size_stims/S/teabag/teabag3.jpg,1.0,,263.257,1.257,1.0,garbagecan,teabag,L,S,3.0,1.0,garbagecan1,teabag4,0.0,
256,,size_choice_confirmation,,html-keyboard-response,256,364813,0.0-1.0-359.0-0.0,0,0,1,,,,,,89.0,,,,,,,,,,,,,,,,,,,,263.5,0.243,,,,,,,,,,,
257,,iti,,html-keyboard-response,257,368317,0.0-1.0-360.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,267.0,3.5,,,,,,,,,,,0.5
258,,size_final_tally,,html-keyboard-response,258,368687,0.0-2.0,0,0,1,,368.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
