,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,block,iti,pair_type,high_size_on_left,left_size_group,right_size_group,left_size_num,right_size_num,left_category,right_category,left_exemplar,right_exemplar,left_index,right_index,left_img_path,right_img_path,left_chosen,chosen_category,unchosen_category,chosen_size_group,unchosen_size_group,chosen_size_num,unchosen_size_num,chosen_exemplar,unchosen_exemplar,accuracy,no_response,onset,duration,no_resposne,size_final_tally
188,,size_choice,,html-keyboard-response,188,115432,0.0-1.0-254.0,0,0,18270,,,,,,63.0,63.0,2.0,2000.0,S-M,0.0,S,M,1.0,2.0,teabag,coffeemaker,teabag2,coffeemaker3,131.0,62.0,/static/Size_judgement/Stimuli/Size_stims/S/teabag/teabag8.jpg,/static/Size_judgement/Stimuli/Size_stims/M/coffeemaker/coffeemaker13.jpg,,,,,,,,,,,,193.5,1.5,1.0,
189,,iti,,html-keyboard-response,189,115536,0.0-1.0-256.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.5,1.0,,
190,,size_choice,,html-keyboard-response,190,115840,0.0-1.0-258.0,0,0,18270,,303.0,,,68.0,64.0,64.0,2.0,1000.0,M-L,0.0,M,L,2.0,3.0,coffeemaker,garbagecan,coffeemaker6,garbagecan10,65.0,39.0,/static/Size_judgement/Stimuli/Size_stims/M/coffeemaker/coffeemaker8.jpg,/static/Size_judgement/Stimuli/Size_stims/L/garbagecan/garbagecan11.jpg,1.0,coffeemaker,garbagecan,M,L,2.0,3.0,coffeemaker6,garbagecan10,0.0,0.0,194.803,0.303,,
191,,size_choice_confirmation,,html-keyboard-response,191,117042,0.0-1.0-259.0-0.0,0,0,18270,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,1.197,,
192,,iti,,html-keyboard-response,192,117145,0.0-1.0-260.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.0,1.0,,
193,,size_choice,,html-keyboard-response,193,117422,0.0-1.0-262.0,0,0,18270,,276.0,,,68.0,65.0,65.0,2.0,1000.0,S-XL,1.0,XL,S,4.0,1.0,crane,paperclip,crane1,paperclip3,160.0,112.0,/static/Size_judgement/Stimuli/Size_stims/XL/crane/crane7.jpg,/static/Size_judgement/Stimuli/Size_stims/S/paperclip/paperclip1.jpg,1.0,crane,paperclip,XL,S,4.0,1.0,crane1,paperclip3,1.0,0.0,197.27599999999998,0.276,,
194,,size_choice_confirmation,,html-keyboard-response,194,118652,0.0-1.0-263.0-0.0,0,0,18270,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.5,1.224,,
195,,iti,,html-keyboard-response,195,118754,0.0-1.0-264.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.5,1.0,,
196,,size_choice,,html-keyboard-response,196,118811,0.0-1.0-266.0,0,0,18270,,56.0,,,75.0,66.0,66.0,2.0,2000.0,M-M,,M,M,2.0,2.0,hairdryer,handsaw,hairdryer9,handsaw4,78.0,83.0,/static/Size_judgement/Stimuli/Size_stims/M/hairdryer/hairdryer5.jpg,/static/Size_judgement/Stimuli/Size_stims/M/handsaw/handsaw3.jpg,0.0,handsaw,hairdryer,M,M,2.0,2.0,handsaw4,hairdryer9,,0.0,199.55599999999998,0.055999999999999994,,
197,,size_choice_confirmation,,html-keyboard-response,197,120256,0.0-1.0-267.0-0.0,0,0,18270,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.0,1.444,,
198,,iti,,html-keyboard-response,198,120360,0.0-1.0-268.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.0,2.0,,
199,,size_choice,,html-keyboard-response,199,120431,0.0-1.0-270.0,0,0,18270,,68.0,,,68.0,67.0,67.0,2.0,1500.0,S-S,,S,S,1.0,1.0,paperclip,screws,paperclip1,screws10,110.0,129.0,/static/Size_judgement/Stimuli/Size_stims/S/paperclip/paperclip9.jpg,/static/Size_judgement/Stimuli/Size_stims/S/screws/screws9.jpg,1.0,paperclip,screws,S,S,1.0,1.0,paperclip1,screws10,,0.0,203.06799999999998,0.068,,
200,,size_choice_confirmation,,html-keyboard-response,200,121866,0.0-1.0-271.0-0.0,0,0,18270,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.5,1.432,,
201,,iti,,html-keyboard-response,201,121972,0.0-1.0-272.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.0,1.5,,
202,,size_choice,,html-keyboard-response,202,122021,0.0-1.0-274.0,0,0,18270,,48.0,,,75.0,68.0,68.0,2.0,1500.0,M-XL,1.0,XL,M,4.0,2.0,tractor,coffeemaker,tractor2,coffeemaker7,181.0,66.0,/static/Size_judgement/Stimuli/Size_stims/XL/tractor/tractor7.jpg,/static/Size_judgement/Stimuli/Size_stims/M/coffeemaker/coffeemaker9.jpg,0.0,coffeemaker,tractor,M,XL,2.0,4.0,coffeemaker7,tractor2,0.0,0.0,206.048,0.048,,
203,,size_choice_confirmation,,html-keyboard-response,203,123480,0.0-1.0-275.0-0.0,0,0,18270,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.5,1.452,,
204,,iti,,html-keyboard-response,204,123586,0.0-1.0-276.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.0,1.5,,
205,,size_choice,,html-keyboard-response,205,123787,0.0-1.0-278.0,0,0,18270,,200.0,,,68.0,69.0,69.0,2.0,2000.0,L-XL,1.0,XL,L,4.0,3.0,crane,deskchair,crane4,deskchair1,163.0,10.0,/static/Size_judgement/Stimuli/Size_stims/XL/crane/crane5.jpg,/static/Size_judgement/Stimuli/Size_stims/L/deskchair/deskchair9.jpg,1.0,crane,deskchair,XL,L,4.0,3.0,crane4,deskchair1,1.0,0.0,209.2,0.2,,
206,,size_choice_confirmation,,html-keyboard-response,206,125089,0.0-1.0-279.0-0.0,0,0,18270,,,,,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.5,1.3,,
207,,iti,,html-keyboard-response,207,125195,0.0-1.0-280.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.5,2.0,,
208,,size_choice,,html-keyboard-response,208,125366,0.0-1.0-282.0,0,0,18270,,169.0,,,68.0,70.0,70.0,2.0,2000.0,S-L,1.0,L,S,3.0,1.0,garbagecan,die,garbagecan6,die8,35.0,107.0,/static/Size_judgement/Stimuli/Size_stims/L/garbagecan/garbagecan14.jpg,/static/Size_judgement/Stimuli/Size_stims/S/die/die5.jpg,1.0,garbagecan,die,L,S,3.0,1.0,garbagecan6,die8,1.0,0.0,212.669,0.16899999999999998,,
209,,size_choice_confirmation,,html-keyboard-response,209,126703,0.0-1.0-283.0-0.0,0,0,18270,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.0,1.331,,
210,,iti,,html-keyboard-response,210,126808,0.0-1.0-284.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.0,2.0,,
211,,size_choice,,html-keyboard-response,211,126952,0.0-1.0-286.0,0,0,18270,,143.0,,,75.0,71.0,71.0,2.0,1000.0,M-L,0.0,M,L,2.0,3.0,handsaw,cooler,handsaw6,cooler5,85.0,4.0,/static/Size_judgement/Stimuli/Size_stims/M/handsaw/handsaw4.jpg,/static/Size_judgement/Stimuli/Size_stims/L/cooler/cooler10.jpg,0.0,cooler,handsaw,L,M,3.0,2.0,cooler5,handsaw6,1.0,0.0,216.143,0.14300000000000002,,
212,,size_choice_confirmation,,html-keyboard-response,212,128315,0.0-1.0-287.0-0.0,0,0,18270,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.5,1.357,,
213,,iti,,html-keyboard-response,213,128417,0.0-1.0-288.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.5,1.0,,
214,,size_choice,,html-keyboard-response,214,128485,0.0-1.0-290.0,0,0,18270,,66.0,,,68.0,72.0,72.0,2.0,1000.0,S-L,0.0,S,L,1.0,3.0,screws,mailbox,screws4,mailbox1,123.0,40.0,/static/Size_judgement/Stimuli/Size_stims/S/screws/screws6.jpg,/static/Size_judgement/Stimuli/Size_stims/L/mailbox/mailbox3.jpg,1.0,screws,mailbox,S,L,1.0,3.0,screws4,mailbox1,0.0,0.0,218.56599999999997,0.066,,
215,,size_choice_confirmation,,html-keyboard-response,215,129925,0.0-1.0-291.0-0.0,0,0,18270,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.0,1.4340000000000002,,
216,,iti,,html-keyboard-response,216,130027,0.0-1.0-292.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.0,1.0,,
217,,size_choice,,html-keyboard-response,217,130321,0.0-1.0-294.0,0,0,18270,,293.0,,,75.0,73.0,73.0,2.0,1000.0,S-XL,0.0,S,XL,1.0,4.0,thread,car,thread5,car1,144.0,150.0,/static/Size_judgement/Stimuli/Size_stims/S/thread/thread1.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/car/car2.jpg,0.0,car,thread,XL,S,4.0,1.0,car1,thread5,1.0,0.0,221.293,0.293,,
218,,size_choice_confirmation,,html-keyboard-response,218,131534,0.0-1.0-295.0-0.0,0,0,18270,,,,,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.5,1.207,,
219,,iti,,html-keyboard-response,219,131636,0.0-1.0-296.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.5,1.0,,
220,,size_choice,,html-keyboard-response,220,131984,0.0-1.0-298.0,0,0,18270,,348.0,,,75.0,74.0,74.0,2.0,1000.0,XL-XL,,XL,XL,4.0,4.0,van,tractor,van6,tractor9,195.0,188.0,/static/Size_judgement/Stimuli/Size_stims/XL/van/van2.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/tractor/tractor9.jpg,0.0,tractor,van,XL,XL,4.0,4.0,tractor9,van6,,0.0,223.84799999999998,0.348,,
221,,size_choice_confirmation,,html-keyboard-response,221,133138,0.0-1.0-299.0-0.0,0,0,18270,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,1.1520000000000001,,
222,,iti,,html-keyboard-response,222,133241,0.0-1.0-300.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.0,1.0,,
223,,size_choice,,html-keyboard-response,223,133245,0.0-1.0-302.0,0,0,18270,,2.0,,,68.0,75.0,75.0,2.0,1500.0,M-XL,0.0,M,XL,2.0,4.0,basketball,van,basketball7,van7,56.0,196.0,/static/Size_judgement/Stimuli/Size_stims/M/basketball/basketball6.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/van/van1.jpg,1.0,basketball,van,M,XL,2.0,4.0,basketball7,van7,0.0,0.0,226.002,0.002,,
224,,size_choice_confirmation,,html-keyboard-response,224,134745,0.0-1.0-303.0-0.0,0,0,18270,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.5,1.4980000000000002,,
225,,iti,,html-keyboard-response,225,134847,0.0-1.0-304.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.0,1.5,,
226,,size_choice,,html-keyboard-response,226,134856,0.0-1.0-306.0,0,0,18270,,8.0,,,75.0,76.0,76.0,2.0,1500.0,S-XL,1.0,XL,S,4.0,1.0,dumptruck,teabag,dumptruck7,teabag5,176.0,134.0,/static/Size_judgement/Stimuli/Size_stims/XL/dumptruck/dumptruck6.jpg,/static/Size_judgement/Stimuli/Size_stims/S/teabag/teabag2.jpg,0.0,teabag,dumptruck,S,XL,1.0,4.0,teabag5,dumptruck7,0.0,0.0,229.00799999999998,0.008,,
227,,size_choice_confirmation,,html-keyboard-response,227,136350,0.0-1.0-307.0-0.0,0,0,18270,,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.5,1.492,,
228,,iti,,html-keyboard-response,228,136456,0.0-1.0-308.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.0,1.5,,
229,,size_choice,,html-keyboard-response,229,136810,0.0-1.0-310.0,0,0,18270,,352.0,,,75.0,77.0,77.0,2.0,1500.0,M-L,0.0,M,L,2.0,3.0,ketchup,deskchair,ketchup8,deskchair6,97.0,15.0,/static/Size_judgement/Stimuli/Size_stims/M/ketchup/ketchup5.jpg,/static/Size_judgement/Stimuli/Size_stims/L/deskchair/deskchair5.jpg,0.0,deskchair,ketchup,L,M,3.0,2.0,deskchair6,ketchup8,1.0,0.0,232.352,0.35200000000000004,,
230,,size_choice_confirmation,,html-keyboard-response,230,137964,0.0-1.0-311.0-0.0,0,0,18270,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.5,1.148,,
231,,iti,,html-keyboard-response,231,138070,0.0-1.0-312.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.0,1.5,,
232,,size_choice,,html-keyboard-response,232,138452,0.0-1.0-314.0,0,0,18270,,381.0,,,75.0,78.0,78.0,2.0,3000.0,S-XL,1.0,XL,S,4.0,1.0,crane,paperclip,crane2,paperclip7,161.0,116.0,/static/Size_judgement/Stimuli/Size_stims/XL/crane/crane6.jpg,/static/Size_judgement/Stimuli/Size_stims/S/paperclip/paperclip7.jpg,0.0,paperclip,crane,S,XL,1.0,4.0,paperclip7,crane2,0.0,0.0,235.38099999999997,0.381,,
233,,size_choice_confirmation,,html-keyboard-response,233,139573,0.0-1.0-315.0-0.0,0,0,18270,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.5,1.119,,
234,,iti,,html-keyboard-response,234,139678,0.0-1.0-316.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.5,3.0,,
235,,size_choice,,html-keyboard-response,235,140030,0.0-1.0-318.0,0,0,18270,,351.0,,,75.0,79.0,79.0,2.0,3500.0,M-XL,1.0,XL,M,4.0,2.0,crane,coffeemaker,crane10,coffeemaker2,169.0,61.0,/static/Size_judgement/Stimuli/Size_stims/XL/crane/crane9.jpg,/static/Size_judgement/Stimuli/Size_stims/M/coffeemaker/coffeemaker12.jpg,0.0,coffeemaker,crane,M,XL,2.0,4.0,coffeemaker2,crane10,0.0,0.0,239.851,0.35100000000000003,,
236,,size_choice_confirmation,,html-keyboard-response,236,141184,0.0-1.0-319.0-0.0,0,0,18270,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.0,1.149,,
237,,iti,,html-keyboard-response,237,141286,0.0-1.0-320.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.5,3.5,,
238,,size_choice,,html-keyboard-response,238,141778,0.0-1.0-322.0,0,0,18270,,491.0,,,75.0,80.0,80.0,2.0,3000.0,S-L,1.0,L,S,3.0,1.0,mailbox,screws,mailbox4,screws1,43.0,120.0,/static/Size_judgement/Stimuli/Size_stims/L/mailbox/mailbox5.jpg,/static/Size_judgement/Stimuli/Size_stims/S/screws/screws4.jpg,0.0,screws,mailbox,S,L,1.0,3.0,screws1,mailbox4,0.0,0.0,244.99099999999999,0.491,,
239,,size_choice_confirmation,,html-keyboard-response,239,142790,0.0-1.0-323.0-0.0,0,0,18270,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.0,1.0090000000000001,,
240,,iti,,html-keyboard-response,240,142896,0.0-1.0-324.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.0,3.0,,
241,,size_choice,,html-keyboard-response,241,143270,0.0-1.0-326.0,0,0,18270,,372.0,,,68.0,81.0,81.0,2.0,1000.0,S-L,1.0,L,S,3.0,1.0,dishwasher,teabag,dishwasher6,teabag1,25.0,130.0,/static/Size_judgement/Stimuli/Size_stims/L/dishwasher/dishwasher6.jpg,/static/Size_judgement/Stimuli/Size_stims/S/teabag/teabag9.jpg,1.0,dishwasher,teabag,L,S,3.0,1.0,dishwasher6,teabag1,1.0,0.0,249.372,0.37200000000000005,,
242,,size_choice_confirmation,,html-keyboard-response,242,144404,0.0-1.0-327.0-0.0,0,0,18270,,,,,,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.5,1.128,,
243,,iti,,html-keyboard-response,243,144507,0.0-1.0-328.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.5,1.0,,
244,,size_choice,,html-keyboard-response,244,144908,0.0-1.0-330.0,0,0,18270,,400.0,,,75.0,82.0,82.0,2.0,1000.0,M-L,1.0,L,M,3.0,2.0,garbagecan,basketball,garbagecan5,basketball1,34.0,50.0,/static/Size_judgement/Stimuli/Size_stims/L/garbagecan/garbagecan3.jpg,/static/Size_judgement/Stimuli/Size_stims/M/basketball/basketball9.jpg,0.0,basketball,garbagecan,M,L,2.0,3.0,basketball1,garbagecan5,0.0,0.0,251.9,0.4,,
245,,size_choice_confirmation,,html-keyboard-response,245,146010,0.0-1.0-331.0-0.0,0,0,18270,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.0,1.1,,
246,,iti,,html-keyboard-response,246,146111,0.0-1.0-332.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.0,1.0,,
247,,size_choice,,html-keyboard-response,247,146928,0.0-1.0-334.0,0,0,18270,,816.0,,,68.0,83.0,83.0,2.0,3000.0,S-XL,1.0,XL,S,4.0,1.0,crane,screws,crane3,screws7,162.0,126.0,/static/Size_judgement/Stimuli/Size_stims/XL/crane/crane4.jpg,/static/Size_judgement/Stimuli/Size_stims/S/screws/screws1.jpg,1.0,crane,screws,XL,S,4.0,1.0,crane3,screws7,1.0,0.0,254.81599999999997,0.816,,
248,,size_choice_confirmation,,html-keyboard-response,248,147614,0.0-1.0-335.0-0.0,0,0,18270,,,,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.5,0.684,,
249,,iti,,html-keyboard-response,249,147719,0.0-1.0-336.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.5,3.0,,
250,,size_choice,,html-keyboard-response,250,147898,0.0-1.0-338.0,0,0,18270,,178.0,,,68.0,84.0,84.0,2.0,3500.0,S-L,1.0,L,S,3.0,1.0,deskchair,screws,deskchair9,screws3,18.0,122.0,/static/Size_judgement/Stimuli/Size_stims/L/deskchair/deskchair3.jpg,/static/Size_judgement/Stimuli/Size_stims/S/screws/screws7.jpg,1.0,deskchair,screws,L,S,3.0,1.0,deskchair9,screws3,1.0,0.0,258.678,0.17800000000000002,,
251,,size_choice_confirmation,,html-keyboard-response,251,149226,0.0-1.0-339.0-0.0,0,0,18270,,,,,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.0,1.3219999999999998,,
252,,iti,,html-keyboard-response,252,149328,0.0-1.0-340.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.5,3.5,,
253,,size_choice,,html-keyboard-response,253,149383,0.0-1.0-342.0,0,0,18270,,53.0,,,75.0,85.0,85.0,2.0,1500.0,S-L,0.0,S,L,1.0,3.0,die,mailbox,die7,mailbox2,106.0,41.0,/static/Size_judgement/Stimuli/Size_stims/S/die/die4.jpg,/static/Size_judgement/Stimuli/Size_stims/L/mailbox/mailbox2.jpg,0.0,mailbox,die,L,S,3.0,1.0,mailbox2,die7,1.0,0.0,263.553,0.053,,
254,,size_choice_confirmation,,html-keyboard-response,254,150832,0.0-1.0-343.0-0.0,0,0,18270,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.0,1.4469999999999998,,
255,,iti,,html-keyboard-response,255,150937,0.0-1.0-344.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.5,1.5,,
256,,size_choice,,html-keyboard-response,256,151242,0.0-1.0-346.0,0,0,18270,,304.0,,,68.0,86.0,86.0,2.0,1000.0,M-XL,0.0,M,XL,2.0,4.0,coffeemaker,tractor,coffeemaker9,tractor3,68.0,182.0,/static/Size_judgement/Stimuli/Size_stims/M/coffeemaker/coffeemaker7.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/tractor/tractor5.jpg,1.0,coffeemaker,tractor,M,XL,2.0,4.0,coffeemaker9,tractor3,0.0,0.0,266.80400000000003,0.304,,
257,,size_choice_confirmation,,html-keyboard-response,257,152439,0.0-1.0-347.0-0.0,0,0,18270,,,,,,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.0,1.196,,
258,,iti,,html-keyboard-response,258,152543,0.0-1.0-348.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.0,1.0,,
259,,size_choice,,html-keyboard-response,259,152578,0.0-1.0-350.0,0,0,18270,,34.0,,,75.0,87.0,87.0,2.0,1000.0,XL-XL,,XL,XL,4.0,4.0,van,tractor,van9,tractor1,198.0,180.0,/static/Size_judgement/Stimuli/Size_stims/XL/van/van9.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/tractor/tractor6.jpg,0.0,tractor,van,XL,XL,4.0,4.0,tractor1,van9,,0.0,269.034,0.034,,
260,,size_choice_confirmation,,html-keyboard-response,260,154047,0.0-1.0-351.0-0.0,0,0,18270,,,,,,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.5,1.466,,
261,,iti,,html-keyboard-response,261,154149,0.0-1.0-352.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.5,1.0,,
262,,size_choice,,html-keyboard-response,262,154185,0.0-1.0-354.0,0,0,18270,,35.0,,,68.0,88.0,88.0,2.0,1500.0,S-XL,1.0,XL,S,4.0,1.0,crane,die,crane7,die4,166.0,103.0,/static/Size_judgement/Stimuli/Size_stims/XL/crane/crane3.jpg,/static/Size_judgement/Stimuli/Size_stims/S/die/die2.jpg,1.0,crane,die,XL,S,4.0,1.0,crane7,die4,1.0,0.0,271.535,0.035,,
263,,size_choice_confirmation,,html-keyboard-response,263,155656,0.0-1.0-355.0-0.0,0,0,18270,,,,,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.0,1.465,,
264,,iti,,html-keyboard-response,264,155762,0.0-1.0-356.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.5,1.5,,
265,,size_choice,,html-keyboard-response,265,155908,0.0-1.0-358.0,0,0,18270,,145.0,,,75.0,89.0,89.0,2.0,1000.0,M-L,0.0,M,L,2.0,3.0,coffeemaker,mailbox,coffeemaker8,mailbox8,67.0,47.0,/static/Size_judgement/Stimuli/Size_stims/M/coffeemaker/coffeemaker5.jpg,/static/Size_judgement/Stimuli/Size_stims/L/mailbox/mailbox10.jpg,0.0,mailbox,coffeemaker,L,M,3.0,2.0,mailbox8,coffeemaker8,1.0,0.0,274.645,0.145,,
266,,size_choice_confirmation,,html-keyboard-response,266,157264,0.0-1.0-359.0-0.0,0,0,18270,,,,,,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.0,1.355,,
267,,iti,,html-keyboard-response,267,157370,0.0-1.0-360.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.0,1.0,,3.06
268,,size_final_tally,,html-keyboard-response,268,158429,0.0-2.0,0,0,18270,,1057.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
