,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,block,condition,iti,isi,high_group_on_left,left_group_value,right_group_value,left_item_value,right_item_value,left_img,right_img,left_img_path,right_img_path,left_chosen,chosen_group_value,unchosen_group_value,chosen_item_value,unchosen_item_value,chosen_img,unchosen_img,no_response,onset,duration,no_resposne,total_bonus_tally
255,,rl_choice,,html-keyboard-response,255,365084,0.0-1.0-359.0,0,0,95248,,297.0,,,75.0,51.0,51.0,2.0,hard,1000.0,1500.0,0.0,40.0,60.0,20.0,80.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,0.0,60.0,40.0,80.0,20.0,C,D,0.0,64.797,0.297,,
256,,rl_choice_confirmation,,html-keyboard-response,256,366290,0.0-1.0-360.0-0.0,0,0,95248,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,66.0,1.203,,
257,,isi,,html-keyboard-response,257,367795,0.0-1.0-362.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.5,1.5,,
258,,feedback,,html-keyboard-response,258,368797,0.0-1.0-363.0-0.0,0,0,95248,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,68.5,1.0,,
259,,iti,,html-keyboard-response,259,369800,0.0-1.0-364.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.5,1.0,,
260,,rl_choice,,html-keyboard-response,260,370323,0.0-1.0-366.0,0,0,95248,,523.0,,,75.0,52.0,52.0,2.0,easy,1500.0,1500.0,0.0,20.0,80.0,40.0,80.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,0.0,80.0,20.0,80.0,40.0,A,B,0.0,70.023,0.523,,
261,,rl_choice_confirmation,,html-keyboard-response,261,371303,0.0-1.0-367.0-0.0,0,0,95248,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,71.0,0.977,,
262,,isi,,html-keyboard-response,262,372808,0.0-1.0-369.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.5,1.5,,
263,,feedback,,html-keyboard-response,263,373814,0.0-1.0-370.0-0.0,0,0,95248,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,73.5,1.0,,
264,,iti,,html-keyboard-response,264,375320,0.0-1.0-371.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,1.5,,
265,,rl_choice,,html-keyboard-response,265,375887,0.0-1.0-373.0,0,0,95248,,567.0,,,75.0,53.0,53.0,2.0,hard,1000.0,2000.0,1.0,60.0,40.0,60.0,60.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,0.0,40.0,60.0,60.0,60.0,D,C,0.0,75.567,0.567,,
266,,rl_choice_confirmation,,html-keyboard-response,266,376823,0.0-1.0-374.0-0.0,0,0,95248,,,,,,53.0,,,,,,,,,,,,,,,,,,,,,,,76.5,0.933,,
267,,isi,,html-keyboard-response,267,378829,0.0-1.0-376.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.5,2.0,,
268,,feedback,,html-keyboard-response,268,379832,0.0-1.0-377.0-0.0,0,0,95248,,,,,,53.0,,,,,,,,,,,,,,,,,,,,,,,79.5,1.0,,
269,,iti,,html-keyboard-response,269,380834,0.0-1.0-378.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.5,1.0,,
270,,rl_choice,,html-keyboard-response,270,381437,0.0-1.0-380.0,0,0,95248,,603.0,,,75.0,54.0,54.0,2.0,easy,1500.0,2000.0,1.0,80.0,20.0,60.0,0.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,0.0,20.0,80.0,0.0,60.0,B,A,0.0,81.103,0.603,,
271,,rl_choice_confirmation,,html-keyboard-response,271,382338,0.0-1.0-381.0-0.0,0,0,95248,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,82.0,0.897,,
272,,isi,,html-keyboard-response,272,384344,0.0-1.0-383.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,2.0,,
273,,feedback,,html-keyboard-response,273,385347,0.0-1.0-384.0-0.0,0,0,95248,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,85.0,1.0,,
274,,iti,,html-keyboard-response,274,386850,0.0-1.0-385.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.5,1.5,,
275,,rl_choice,,html-keyboard-response,275,387551,0.0-1.0-387.0,0,0,95248,,699.0,,,75.0,55.0,55.0,2.0,hard,1500.0,1000.0,1.0,60.0,40.0,40.0,20.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,0.0,40.0,60.0,20.0,40.0,D,C,0.0,87.199,0.699,,
276,,rl_choice_confirmation,,html-keyboard-response,276,388354,0.0-1.0-388.0-0.0,0,0,95248,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,88.0,0.801,,
277,,isi,,html-keyboard-response,277,389357,0.0-1.0-390.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,1.0,,
278,,feedback,,html-keyboard-response,278,390360,0.0-1.0-391.0-0.0,0,0,95248,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,90.0,1.0,,
279,,iti,,html-keyboard-response,279,391864,0.0-1.0-392.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5,1.5,,
280,,rl_choice,,html-keyboard-response,280,393368,0.0-1.0-394.0,0,0,95248,,,,,,56.0,56.0,2.0,easy,3500.0,2000.0,0.0,20.0,80.0,20.0,80.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,,,,,,,,,93.0,1.5,1.0,
281,,rl_choice_warning,,html-keyboard-response,281,394371,0.0-1.0-396.0-0.0,1,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,1.0,,
282,,isi,,html-keyboard-response,282,396376,0.0-1.0-397.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,2.0,,
283,,iti,,html-keyboard-response,283,399880,0.0-1.0-399.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5,3.5,,
284,,rl_choice,,html-keyboard-response,284,400383,0.0-1.0-401.0,0,0,95248,,502.0,,,75.0,57.0,57.0,2.0,easy,1000.0,1000.0,0.0,20.0,80.0,0.0,80.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,0.0,80.0,20.0,80.0,0.0,A,B,0.0,100.002,0.502,,
285,,rl_choice_confirmation,,html-keyboard-response,285,401384,0.0-1.0-402.0-0.0,0,0,95248,,,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,101.0,0.998,,
286,,isi,,html-keyboard-response,286,402387,0.0-1.0-404.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,1.0,,
287,,feedback,,html-keyboard-response,287,403389,0.0-1.0-405.0-0.0,0,0,95248,,,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,103.0,1.0,,
288,,iti,,html-keyboard-response,288,404394,0.0-1.0-406.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,1.0,,
289,,rl_choice,,html-keyboard-response,289,405528,0.0-1.0-408.0,0,0,95248,,1133.0,,,75.0,58.0,58.0,2.0,easy,2000.0,1000.0,0.0,20.0,80.0,40.0,100.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,0.0,80.0,20.0,100.0,40.0,A,B,0.0,105.133,1.133,,
290,,rl_choice_confirmation,,html-keyboard-response,290,405901,0.0-1.0-409.0-0.0,0,0,95248,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,105.5,0.367,,
291,,isi,,html-keyboard-response,291,406904,0.0-1.0-411.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.5,1.0,,
292,,feedback,,html-keyboard-response,292,407907,0.0-1.0-412.0-0.0,0,0,95248,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,107.5,1.0,,
293,,iti,,html-keyboard-response,293,409912,0.0-1.0-413.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.5,2.0,,
294,,rl_choice,,html-keyboard-response,294,411416,0.0-1.0-415.0,0,0,95248,,,,,,59.0,59.0,2.0,hard,1000.0,1000.0,1.0,60.0,40.0,40.0,40.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,,,,,,,,,111.0,1.5,1.0,
295,,rl_choice_warning,,html-keyboard-response,295,412421,0.0-1.0-417.0-0.0,1,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,1.0,,
296,,isi,,html-keyboard-response,296,413427,0.0-1.0-418.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,1.0,,
297,,iti,,html-keyboard-response,297,414433,0.0-1.0-420.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,1.0,,
298,,rl_choice,,html-keyboard-response,298,414901,0.0-1.0-422.0,0,0,95248,,466.0,,,75.0,60.0,60.0,2.0,hard,1000.0,2000.0,1.0,60.0,40.0,40.0,60.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,0.0,40.0,60.0,60.0,40.0,D,C,0.0,114.466,0.466,,
299,,rl_choice_confirmation,,html-keyboard-response,299,415939,0.0-1.0-423.0-0.0,0,0,95248,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,115.5,1.034,,
300,,isi,,html-keyboard-response,300,417944,0.0-1.0-425.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.5,2.0,,
301,,feedback,,html-keyboard-response,301,418948,0.0-1.0-426.0-0.0,0,0,95248,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,118.5,1.0,,
302,,iti,,html-keyboard-response,302,419954,0.0-1.0-427.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.5,1.0,,
303,,rl_choice,,html-keyboard-response,303,420396,0.0-1.0-429.0,0,0,95248,,440.0,,,75.0,61.0,61.0,2.0,hard,3500.0,1500.0,1.0,60.0,40.0,80.0,60.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,0.0,40.0,60.0,60.0,80.0,D,C,0.0,119.94,0.44,,
304,,rl_choice_confirmation,,html-keyboard-response,304,421462,0.0-1.0-430.0-0.0,0,0,95248,,,,,,61.0,,,,,,,,,,,,,,,,,,,,,,,121.0,1.06,,
305,,isi,,html-keyboard-response,305,422964,0.0-1.0-432.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.5,1.5,,
306,,feedback,,html-keyboard-response,306,423969,0.0-1.0-433.0-0.0,0,0,95248,,,,,,61.0,,,,,,,,,,,,,,,,,,,,,,,123.5,1.0,,
307,,iti,,html-keyboard-response,307,427475,0.0-1.0-434.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0,3.5,,
308,,rl_choice,,html-keyboard-response,308,428000,0.0-1.0-436.0,0,0,95248,,523.0,,,75.0,62.0,62.0,2.0,easy,1000.0,1500.0,0.0,20.0,80.0,20.0,60.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,0.0,80.0,20.0,60.0,20.0,A,B,0.0,127.523,0.523,,
309,,rl_choice_confirmation,,html-keyboard-response,309,428984,0.0-1.0-437.0-0.0,0,0,95248,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,,,128.5,0.977,,
310,,isi,,html-keyboard-response,310,430488,0.0-1.0-439.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,1.5,,
311,,feedback,,html-keyboard-response,311,431491,0.0-1.0-440.0-0.0,0,0,95248,,,,,,62.0,,,,,,,,,,,,,,,,,,,,,,,131.0,1.0,,
312,,iti,,html-keyboard-response,312,432494,0.0-1.0-441.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,1.0,,
313,,rl_choice,,html-keyboard-response,313,433147,0.0-1.0-443.0,0,0,95248,,652.0,,,75.0,63.0,63.0,2.0,hard,1000.0,3000.0,1.0,60.0,40.0,80.0,40.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,0.0,40.0,60.0,40.0,80.0,D,C,0.0,132.652,0.652,,
314,,rl_choice_confirmation,,html-keyboard-response,314,433999,0.0-1.0-444.0-0.0,0,0,95248,,,,,,63.0,,,,,,,,,,,,,,,,,,,,,,,133.5,0.848,,
315,,isi,,html-keyboard-response,315,437000,0.0-1.0-446.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.5,3.0,,
316,,feedback,,html-keyboard-response,316,438003,0.0-1.0-447.0-0.0,0,0,95248,,,,,,63.0,,,,,,,,,,,,,,,,,,,,,,,137.5,1.0,,
317,,iti,,html-keyboard-response,317,439008,0.0-1.0-448.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.5,1.0,,
318,,rl_choice,,html-keyboard-response,318,439451,0.0-1.0-450.0,0,0,95248,,442.0,,,75.0,64.0,64.0,2.0,hard,1000.0,1000.0,0.0,40.0,60.0,20.0,60.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,0.0,60.0,40.0,60.0,20.0,C,D,0.0,138.942,0.442,,
319,,rl_choice_confirmation,,html-keyboard-response,319,440515,0.0-1.0-451.0-0.0,0,0,95248,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,140.0,1.058,,
320,,isi,,html-keyboard-response,320,441521,0.0-1.0-453.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,1.0,,
321,,feedback,,html-keyboard-response,321,442527,0.0-1.0-454.0-0.0,0,0,95248,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,142.0,1.0,,
322,,iti,,html-keyboard-response,322,443534,0.0-1.0-455.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0,1.0,,
323,,rl_choice,,html-keyboard-response,323,444187,0.0-1.0-457.0,0,0,95248,,652.0,,,75.0,65.0,65.0,2.0,hard,2000.0,3500.0,0.0,40.0,60.0,20.0,60.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,0.0,60.0,40.0,60.0,20.0,C,D,0.0,143.652,0.652,,
324,,rl_choice_confirmation,,html-keyboard-response,324,445038,0.0-1.0-458.0-0.0,0,0,95248,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,144.5,0.848,,
325,,isi,,html-keyboard-response,325,448541,0.0-1.0-460.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.0,3.5,,
326,,feedback,,html-keyboard-response,326,449547,0.0-1.0-461.0-0.0,0,0,95248,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,149.0,1.0,,
327,,iti,,html-keyboard-response,327,451549,0.0-1.0-462.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0,2.0,,
328,,rl_choice,,html-keyboard-response,328,452214,0.0-1.0-464.0,0,0,95248,,664.0,,,75.0,66.0,66.0,2.0,easy,1000.0,1000.0,1.0,80.0,20.0,60.0,0.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,0.0,20.0,80.0,0.0,60.0,B,A,0.0,151.664,0.664,,
329,,rl_choice_confirmation,,html-keyboard-response,329,453054,0.0-1.0-465.0-0.0,0,0,95248,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,152.5,0.836,,
330,,isi,,html-keyboard-response,330,454060,0.0-1.0-467.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.5,1.0,,
331,,feedback,,html-keyboard-response,331,455064,0.0-1.0-468.0-0.0,0,0,95248,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,154.5,1.0,,
332,,iti,,html-keyboard-response,332,456067,0.0-1.0-469.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.5,1.0,,
333,,rl_choice,,html-keyboard-response,333,456634,0.0-1.0-471.0,0,0,95248,,565.0,,,75.0,67.0,67.0,2.0,easy,1000.0,3000.0,0.0,20.0,80.0,0.0,80.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,0.0,80.0,20.0,80.0,0.0,A,B,0.0,156.065,0.565,,
334,,rl_choice_confirmation,,html-keyboard-response,334,457573,0.0-1.0-472.0-0.0,0,0,95248,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,157.0,0.935,,
335,,isi,,html-keyboard-response,335,460577,0.0-1.0-474.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,3.0,,
336,,feedback,,html-keyboard-response,336,461583,0.0-1.0-475.0-0.0,0,0,95248,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,161.0,1.0,,
337,,iti,,html-keyboard-response,337,462590,0.0-1.0-476.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,1.0,,
338,,rl_choice,,html-keyboard-response,338,463154,0.0-1.0-478.0,0,0,95248,,563.0,,,75.0,68.0,68.0,2.0,hard,1500.0,1500.0,1.0,60.0,40.0,60.0,40.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,0.0,40.0,60.0,40.0,60.0,D,C,0.0,162.563,0.563,,
339,,rl_choice_confirmation,,html-keyboard-response,339,464097,0.0-1.0-479.0-0.0,0,0,95248,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,163.5,0.937,,
340,,isi,,html-keyboard-response,340,465603,0.0-1.0-481.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0,1.5,,
341,,feedback,,html-keyboard-response,341,466606,0.0-1.0-482.0-0.0,0,0,95248,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,166.0,1.0,,
342,,iti,,html-keyboard-response,342,468110,0.0-1.0-483.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.5,1.5,,
343,,rl_choice,,html-keyboard-response,343,468693,0.0-1.0-485.0,0,0,95248,,582.0,,,75.0,69.0,69.0,2.0,easy,3000.0,1500.0,1.0,80.0,20.0,60.0,20.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,0.0,20.0,80.0,20.0,60.0,B,A,0.0,168.082,0.582,,
344,,rl_choice_confirmation,,html-keyboard-response,344,469614,0.0-1.0-486.0-0.0,0,0,95248,,,,,,69.0,,,,,,,,,,,,,,,,,,,,,,,169.0,0.918,,
345,,isi,,html-keyboard-response,345,471118,0.0-1.0-488.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.5,1.5,,
346,,feedback,,html-keyboard-response,346,472124,0.0-1.0-489.0-0.0,0,0,95248,,,,,,69.0,,,,,,,,,,,,,,,,,,,,,,,171.5,1.0,,
347,,iti,,html-keyboard-response,347,475129,0.0-1.0-490.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.5,3.0,,
348,,rl_choice,,html-keyboard-response,348,475670,0.0-1.0-492.0,0,0,95248,,539.0,,,75.0,70.0,70.0,2.0,easy,3000.0,1000.0,0.0,20.0,80.0,40.0,60.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,0.0,80.0,20.0,60.0,40.0,A,B,0.0,175.039,0.539,,
349,,rl_choice_confirmation,,html-keyboard-response,349,476638,0.0-1.0-493.0-0.0,0,0,95248,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,176.0,0.961,,
350,,isi,,html-keyboard-response,350,477641,0.0-1.0-495.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.0,1.0,,
351,,feedback,,html-keyboard-response,351,478643,0.0-1.0-496.0-0.0,0,0,95248,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,178.0,1.0,,
352,,iti,,html-keyboard-response,352,481649,0.0-1.0-497.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.0,3.0,,
353,,rl_choice,,html-keyboard-response,353,482130,0.0-1.0-499.0,0,0,95248,,479.0,,,75.0,71.0,71.0,2.0,easy,2000.0,3500.0,1.0,80.0,20.0,100.0,40.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,0.0,20.0,80.0,40.0,100.0,B,A,0.0,181.479,0.479,,
354,,rl_choice_confirmation,,html-keyboard-response,354,483155,0.0-1.0-500.0-0.0,0,0,95248,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,,,182.5,1.021,,
355,,isi,,html-keyboard-response,355,486659,0.0-1.0-502.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.0,3.5,,
356,,feedback,,html-keyboard-response,356,487665,0.0-1.0-503.0-0.0,0,0,95248,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,,,187.0,1.0,,
357,,iti,,html-keyboard-response,357,489667,0.0-1.0-504.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.0,2.0,,
358,,rl_choice,,html-keyboard-response,358,490147,0.0-1.0-506.0,0,0,95248,,477.0,,,75.0,72.0,72.0,2.0,easy,2000.0,1000.0,1.0,80.0,20.0,60.0,20.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,0.0,20.0,80.0,20.0,60.0,B,A,0.0,189.477,0.477,,
359,,rl_choice_confirmation,,html-keyboard-response,359,491177,0.0-1.0-507.0-0.0,0,0,95248,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,190.5,1.023,,
360,,isi,,html-keyboard-response,360,492182,0.0-1.0-509.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.5,1.0,,
361,,feedback,,html-keyboard-response,361,493188,0.0-1.0-510.0-0.0,0,0,95248,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,192.5,1.0,,
362,,iti,,html-keyboard-response,362,495193,0.0-1.0-511.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.5,2.0,,
363,,rl_choice,,html-keyboard-response,363,495595,0.0-1.0-513.0,0,0,95248,,400.0,,,75.0,73.0,73.0,2.0,easy,1500.0,2000.0,1.0,80.0,20.0,100.0,20.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,0.0,20.0,80.0,20.0,100.0,B,A,0.0,194.9,0.4,,
364,,rl_choice_confirmation,,html-keyboard-response,364,496701,0.0-1.0-514.0-0.0,0,0,95248,,,,,,73.0,,,,,,,,,,,,,,,,,,,,,,,196.0,1.1,,
365,,isi,,html-keyboard-response,365,498707,0.0-1.0-516.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.0,2.0,,
366,,feedback,,html-keyboard-response,366,499710,0.0-1.0-517.0-0.0,0,0,95248,,,,,,73.0,,,,,,,,,,,,,,,,,,,,,,,199.0,1.0,,
367,,iti,,html-keyboard-response,367,501214,0.0-1.0-518.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.5,1.5,,
368,,rl_choice,,html-keyboard-response,368,501797,0.0-1.0-520.0,0,0,95248,,581.0,,,75.0,74.0,74.0,2.0,hard,2000.0,1500.0,0.0,40.0,60.0,60.0,60.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,0.0,60.0,40.0,60.0,60.0,C,D,0.0,201.081,0.581,,
369,,rl_choice_confirmation,,html-keyboard-response,369,502722,0.0-1.0-521.0-0.0,0,0,95248,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,202.0,0.919,,
370,,isi,,html-keyboard-response,370,504227,0.0-1.0-523.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.5,1.5,,
371,,feedback,,html-keyboard-response,371,505230,0.0-1.0-524.0-0.0,0,0,95248,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,204.5,1.0,,
372,,iti,,html-keyboard-response,372,507236,0.0-1.0-525.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.5,2.0,,
373,,rl_choice,,html-keyboard-response,373,507781,0.0-1.0-527.0,0,0,95248,,544.0,,,75.0,75.0,75.0,2.0,hard,2000.0,1000.0,1.0,60.0,40.0,80.0,40.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,0.0,40.0,60.0,40.0,80.0,D,C,0.0,207.044,0.544,,
374,,rl_choice_confirmation,,html-keyboard-response,374,508743,0.0-1.0-528.0-0.0,0,0,95248,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,208.0,0.956,,
375,,isi,,html-keyboard-response,375,509748,0.0-1.0-530.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.0,1.0,,
376,,feedback,,html-keyboard-response,376,510754,0.0-1.0-531.0-0.0,0,0,95248,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,210.0,1.0,,
377,,iti,,html-keyboard-response,377,512756,0.0-1.0-532.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.0,2.0,,
378,,rl_choice,,html-keyboard-response,378,513546,0.0-1.0-534.0,0,0,95248,,789.0,,,75.0,76.0,76.0,2.0,easy,1000.0,1000.0,0.0,20.0,80.0,40.0,100.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,0.0,80.0,20.0,100.0,40.0,A,B,0.0,212.789,0.789,,
379,,rl_choice_confirmation,,html-keyboard-response,379,514260,0.0-1.0-535.0-0.0,0,0,95248,,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,,213.5,0.711,,
380,,isi,,html-keyboard-response,380,515265,0.0-1.0-537.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.5,1.0,,
381,,feedback,,html-keyboard-response,381,516270,0.0-1.0-538.0-0.0,0,0,95248,,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,,215.5,1.0,,
382,,iti,,html-keyboard-response,382,517276,0.0-1.0-539.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.5,1.0,,
