,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,block,condition,iti,isi,high_group_on_left,left_group_value,right_group_value,left_item_value,right_item_value,left_img,right_img,left_img_path,right_img_path,left_chosen,chosen_group_value,unchosen_group_value,chosen_item_value,unchosen_item_value,chosen_img,unchosen_img,onset,duration,no_response
253,,rl_choice,,html-keyboard-response,253,365078,0.0-1.0-422.0,0,0,12,,2.0,,,50.0,60.0,60.0,2.0,hard,1500.0,2000.0,0.0,40.0,60.0,40.0,80.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,1.0,40.0,60.0,40.0,80.0,C,D,116.50200000000001,0.002,0.0
254,,rl_choice_confirmation,,html-keyboard-response,254,366578,0.0-1.0-423.0-0.0,0,0,12,,,,,,60.0,,2.0,,,,,,,,,,,,,,,,,,,,118.0,1.4980000000000002,
255,,isi,,html-keyboard-response,255,368580,0.0-1.0-425.0,0,0,12,,,,,,60.0,,2.0,,,,,,,,,,,,,,,,,,,,120.0,2.0,
256,,feedback,,html-keyboard-response,256,369582,0.0-1.0-426.0-0.0,0,0,12,,,,,,60.0,,2.0,,,,,,,,,,,,,,,,,,,,121.0,1.0,
257,,iti,,html-keyboard-response,257,371086,0.0-1.0-427.0,0,0,12,,,,,,60.0,,2.0,,,,,,,,,,,,,,,,,,,,122.5,1.5,
258,,rl_choice,,html-keyboard-response,258,372588,0.0-1.0-429.0,0,0,12,,,,,,61.0,61.0,2.0,hard,1000.0,1000.0,1.0,60.0,40.0,40.0,40.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,,,,,,,,124.0,1.5,1.0
259,,rl_choice_warning,,html-keyboard-response,259,373591,0.0-1.0-431.0-0.0,1,0,12,,,,,,61.0,,2.0,,,,,,,,,,,,,,,,,,,,125.0,1.0,
260,,isi,,html-keyboard-response,260,374593,0.0-1.0-432.0,0,0,12,,,,,,61.0,,2.0,,,,,,,,,,,,,,,,,,,,126.0,1.0,
261,,iti,,html-keyboard-response,261,375599,0.0-1.0-434.0,0,0,12,,,,,,61.0,,2.0,,,,,,,,,,,,,,,,,,,,127.0,1.0,
262,,rl_choice,,html-keyboard-response,262,377102,0.0-1.0-436.0,0,0,12,,,,,,62.0,62.0,2.0,easy,3000.0,1500.0,0.0,20.0,80.0,20.0,80.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,,,,,,,,128.5,1.5,1.0
263,,rl_choice_warning,,html-keyboard-response,263,378105,0.0-1.0-438.0-0.0,1,0,12,,,,,,62.0,,2.0,,,,,,,,,,,,,,,,,,,,129.5,1.0,
264,,isi,,html-keyboard-response,264,379606,0.0-1.0-439.0,0,0,12,,,,,,62.0,,2.0,,,,,,,,,,,,,,,,,,,,131.0,1.5,
265,,iti,,html-keyboard-response,265,382608,0.0-1.0-441.0,0,0,12,,,,,,62.0,,2.0,,,,,,,,,,,,,,,,,,,,134.0,3.0,
266,,rl_choice,,html-keyboard-response,266,382734,0.0-1.0-443.0,0,0,12,,124.0,,,50.0,63.0,63.0,2.0,hard,1000.0,1500.0,1.0,60.0,40.0,60.0,40.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,1.0,60.0,40.0,60.0,40.0,D,C,134.124,0.124,0.0
267,,rl_choice_confirmation,,html-keyboard-response,267,384113,0.0-1.0-444.0-0.0,0,0,12,,,,,,63.0,,2.0,,,,,,,,,,,,,,,,,,,,135.5,1.376,
268,,isi,,html-keyboard-response,268,385615,0.0-1.0-446.0,0,0,12,,,,,,63.0,,2.0,,,,,,,,,,,,,,,,,,,,137.0,1.5,
269,,feedback,,html-keyboard-response,269,386619,0.0-1.0-447.0-0.0,0,0,12,,,,,,63.0,,2.0,,,,,,,,,,,,,,,,,,,,138.0,1.0,
270,,iti,,html-keyboard-response,270,387620,0.0-1.0-448.0,0,0,12,,,,,,63.0,,2.0,,,,,,,,,,,,,,,,,,,,139.0,1.0,
271,,rl_choice,,html-keyboard-response,271,389125,0.0-1.0-450.0,0,0,12,,,,,,64.0,64.0,2.0,hard,3500.0,1000.0,0.0,40.0,60.0,60.0,80.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,,,,,,,,140.5,1.5,1.0
272,,rl_choice_warning,,html-keyboard-response,272,390131,0.0-1.0-452.0-0.0,1,0,12,,,,,,64.0,,2.0,,,,,,,,,,,,,,,,,,,,141.5,1.0,
273,,isi,,html-keyboard-response,273,391137,0.0-1.0-453.0,0,0,12,,,,,,64.0,,2.0,,,,,,,,,,,,,,,,,,,,142.5,1.0,
274,,iti,,html-keyboard-response,274,394639,0.0-1.0-455.0,0,0,12,,,,,,64.0,,2.0,,,,,,,,,,,,,,,,,,,,146.0,3.5,
275,,rl_choice,,html-keyboard-response,275,396144,0.0-1.0-457.0,0,0,12,,,,,,65.0,65.0,2.0,easy,1500.0,1000.0,1.0,80.0,20.0,100.0,40.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,,,,,,,,147.5,1.5,1.0
276,,rl_choice_warning,,html-keyboard-response,276,397147,0.0-1.0-459.0-0.0,1,0,12,,,,,,65.0,,2.0,,,,,,,,,,,,,,,,,,,,148.5,1.0,
277,,isi,,html-keyboard-response,277,398152,0.0-1.0-460.0,0,0,12,,,,,,65.0,,2.0,,,,,,,,,,,,,,,,,,,,149.5,1.0,
278,,iti,,html-keyboard-response,278,399659,0.0-1.0-462.0,0,0,12,,,,,,65.0,,2.0,,,,,,,,,,,,,,,,,,,,151.0,1.5,
279,,rl_choice,,html-keyboard-response,279,401164,0.0-1.0-464.0,0,0,12,,,,,,66.0,66.0,2.0,hard,1500.0,3000.0,1.0,60.0,40.0,60.0,40.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,,,,,,,,152.5,1.5,1.0
280,,rl_choice_warning,,html-keyboard-response,280,402166,0.0-1.0-466.0-0.0,1,0,12,,,,,,66.0,,2.0,,,,,,,,,,,,,,,,,,,,153.5,1.0,
281,,isi,,html-keyboard-response,281,405168,0.0-1.0-467.0,0,0,12,,,,,,66.0,,2.0,,,,,,,,,,,,,,,,,,,,156.5,3.0,
282,,iti,,html-keyboard-response,282,406674,0.0-1.0-469.0,0,0,12,,,,,,66.0,,2.0,,,,,,,,,,,,,,,,,,,,158.0,1.5,
283,,rl_choice,,html-keyboard-response,283,408176,0.0-1.0-471.0,0,0,12,,,,,,67.0,67.0,2.0,hard,1500.0,1500.0,0.0,40.0,60.0,20.0,80.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,,,,,,,,159.5,1.5,1.0
284,,rl_choice_warning,,html-keyboard-response,284,409180,0.0-1.0-473.0-0.0,1,0,12,,,,,,67.0,,2.0,,,,,,,,,,,,,,,,,,,,160.5,1.0,
285,,isi,,html-keyboard-response,285,410685,0.0-1.0-474.0,0,0,12,,,,,,67.0,,2.0,,,,,,,,,,,,,,,,,,,,162.0,1.5,
286,,iti,,html-keyboard-response,286,412189,0.0-1.0-476.0,0,0,12,,,,,,67.0,,2.0,,,,,,,,,,,,,,,,,,,,163.5,1.5,
287,,rl_choice,,html-keyboard-response,287,413695,0.0-1.0-478.0,0,0,12,,,,,,68.0,68.0,2.0,hard,3000.0,1000.0,1.0,60.0,40.0,60.0,40.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,,,,,,,,165.0,1.5,1.0
288,,rl_choice_warning,,html-keyboard-response,288,414698,0.0-1.0-480.0-0.0,1,0,12,,,,,,68.0,,2.0,,,,,,,,,,,,,,,,,,,,166.0,1.0,
289,,isi,,html-keyboard-response,289,415704,0.0-1.0-481.0,0,0,12,,,,,,68.0,,2.0,,,,,,,,,,,,,,,,,,,,167.0,1.0,
290,,iti,,html-keyboard-response,290,418706,0.0-1.0-483.0,0,0,12,,,,,,68.0,,2.0,,,,,,,,,,,,,,,,,,,,170.0,3.0,
291,,rl_choice,,html-keyboard-response,291,420208,0.0-1.0-485.0,0,0,12,,,,,,69.0,69.0,2.0,easy,1000.0,1000.0,0.0,20.0,80.0,40.0,80.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,,,,,,,,171.5,1.5,1.0
292,,rl_choice_warning,,html-keyboard-response,292,421212,0.0-1.0-487.0-0.0,1,0,12,,,,,,69.0,,2.0,,,,,,,,,,,,,,,,,,,,172.5,1.0,
293,,isi,,html-keyboard-response,293,422219,0.0-1.0-488.0,0,0,12,,,,,,69.0,,2.0,,,,,,,,,,,,,,,,,,,,173.5,1.0,
294,,iti,,html-keyboard-response,294,423225,0.0-1.0-490.0,0,0,12,,,,,,69.0,,2.0,,,,,,,,,,,,,,,,,,,,174.5,1.0,
295,,rl_choice,,html-keyboard-response,295,424727,0.0-1.0-492.0,0,0,12,,,,,,70.0,70.0,2.0,easy,1500.0,1000.0,1.0,80.0,20.0,80.0,20.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,,,,,,,,176.0,1.5,1.0
296,,rl_choice_warning,,html-keyboard-response,296,425732,0.0-1.0-494.0-0.0,1,0,12,,,,,,70.0,,2.0,,,,,,,,,,,,,,,,,,,,177.0,1.0,
297,,isi,,html-keyboard-response,297,426737,0.0-1.0-495.0,0,0,12,,,,,,70.0,,2.0,,,,,,,,,,,,,,,,,,,,178.0,1.0,
298,,iti,,html-keyboard-response,298,428242,0.0-1.0-497.0,0,0,12,,,,,,70.0,,2.0,,,,,,,,,,,,,,,,,,,,179.5,1.5,
299,,rl_choice,,html-keyboard-response,299,429744,0.0-1.0-499.0,0,0,12,,,,,,71.0,71.0,2.0,easy,1500.0,1000.0,0.0,20.0,80.0,40.0,60.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,,,,,,,,181.0,1.5,1.0
300,,rl_choice_warning,,html-keyboard-response,300,430747,0.0-1.0-501.0-0.0,1,0,12,,,,,,71.0,,2.0,,,,,,,,,,,,,,,,,,,,182.0,1.0,
301,,isi,,html-keyboard-response,301,431748,0.0-1.0-502.0,0,0,12,,,,,,71.0,,2.0,,,,,,,,,,,,,,,,,,,,183.0,1.0,
302,,iti,,html-keyboard-response,302,433253,0.0-1.0-504.0,0,0,12,,,,,,71.0,,2.0,,,,,,,,,,,,,,,,,,,,184.5,1.5,
303,,rl_choice,,html-keyboard-response,303,434760,0.0-1.0-506.0,0,0,12,,,,,,72.0,72.0,2.0,easy,2000.0,3000.0,0.0,20.0,80.0,20.0,100.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,,,,,,,,186.0,1.5,1.0
304,,rl_choice_warning,,html-keyboard-response,304,435763,0.0-1.0-508.0-0.0,1,0,12,,,,,,72.0,,2.0,,,,,,,,,,,,,,,,,,,,187.0,1.0,
305,,isi,,html-keyboard-response,305,438769,0.0-1.0-509.0,0,0,12,,,,,,72.0,,2.0,,,,,,,,,,,,,,,,,,,,190.0,3.0,
306,,iti,,html-keyboard-response,306,440775,0.0-1.0-511.0,0,0,12,,,,,,72.0,,2.0,,,,,,,,,,,,,,,,,,,,192.0,2.0,
307,,rl_choice,,html-keyboard-response,307,442280,0.0-1.0-513.0,0,0,12,,,,,,73.0,73.0,2.0,easy,1000.0,3500.0,0.0,20.0,80.0,40.0,60.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,,,,,,,,193.5,1.5,1.0
308,,rl_choice_warning,,html-keyboard-response,308,443283,0.0-1.0-515.0-0.0,1,0,12,,,,,,73.0,,2.0,,,,,,,,,,,,,,,,,,,,194.5,1.0,
309,,isi,,html-keyboard-response,309,446786,0.0-1.0-516.0,0,0,12,,,,,,73.0,,2.0,,,,,,,,,,,,,,,,,,,,198.0,3.5,
310,,iti,,html-keyboard-response,310,447791,0.0-1.0-518.0,0,0,12,,,,,,73.0,,2.0,,,,,,,,,,,,,,,,,,,,199.0,1.0,
311,,rl_choice,,html-keyboard-response,311,449296,0.0-1.0-520.0,0,0,12,,,,,,74.0,74.0,2.0,hard,3000.0,1000.0,0.0,40.0,60.0,40.0,40.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,,,,,,,,200.5,1.5,1.0
312,,rl_choice_warning,,html-keyboard-response,312,450302,0.0-1.0-522.0-0.0,1,0,12,,,,,,74.0,,2.0,,,,,,,,,,,,,,,,,,,,201.5,1.0,
313,,isi,,html-keyboard-response,313,451306,0.0-1.0-523.0,0,0,12,,,,,,74.0,,2.0,,,,,,,,,,,,,,,,,,,,202.5,1.0,
314,,iti,,html-keyboard-response,314,454309,0.0-1.0-525.0,0,0,12,,,,,,74.0,,2.0,,,,,,,,,,,,,,,,,,,,205.5,3.0,
315,,rl_choice,,html-keyboard-response,315,455813,0.0-1.0-527.0,0,0,12,,,,,,75.0,75.0,2.0,easy,1000.0,1000.0,0.0,20.0,80.0,0.0,60.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,,,,,,,,207.0,1.5,1.0
316,,rl_choice_warning,,html-keyboard-response,316,456819,0.0-1.0-529.0-0.0,1,0,12,,,,,,75.0,,2.0,,,,,,,,,,,,,,,,,,,,208.0,1.0,
317,,isi,,html-keyboard-response,317,457821,0.0-1.0-530.0,0,0,12,,,,,,75.0,,2.0,,,,,,,,,,,,,,,,,,,,209.0,1.0,
318,,iti,,html-keyboard-response,318,458824,0.0-1.0-532.0,0,0,12,,,,,,75.0,,2.0,,,,,,,,,,,,,,,,,,,,210.0,1.0,
319,,rl_choice,,html-keyboard-response,319,460327,0.0-1.0-534.0,0,0,12,,,,,,76.0,76.0,2.0,easy,2000.0,1500.0,1.0,80.0,20.0,100.0,20.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,,,,,,,,211.5,1.5,1.0
320,,rl_choice_warning,,html-keyboard-response,320,461330,0.0-1.0-536.0-0.0,1,0,12,,,,,,76.0,,2.0,,,,,,,,,,,,,,,,,,,,212.5,1.0,
321,,isi,,html-keyboard-response,321,462837,0.0-1.0-537.0,0,0,12,,,,,,76.0,,2.0,,,,,,,,,,,,,,,,,,,,214.0,1.5,
322,,iti,,html-keyboard-response,322,464843,0.0-1.0-539.0,0,0,12,,,,,,76.0,,2.0,,,,,,,,,,,,,,,,,,,,216.0,2.0,
323,,rl_choice,,html-keyboard-response,323,466346,0.0-1.0-541.0,0,0,12,,,,,,77.0,77.0,2.0,easy,1000.0,1000.0,0.0,20.0,80.0,0.0,80.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,,,,,,,,217.5,1.5,1.0
324,,rl_choice_warning,,html-keyboard-response,324,467348,0.0-1.0-543.0-0.0,1,0,12,,,,,,77.0,,2.0,,,,,,,,,,,,,,,,,,,,218.5,1.0,
325,,isi,,html-keyboard-response,325,468352,0.0-1.0-544.0,0,0,12,,,,,,77.0,,2.0,,,,,,,,,,,,,,,,,,,,219.5,1.0,
326,,iti,,html-keyboard-response,326,469357,0.0-1.0-546.0,0,0,12,,,,,,77.0,,2.0,,,,,,,,,,,,,,,,,,,,220.5,1.0,
327,,rl_choice,,html-keyboard-response,327,470864,0.0-1.0-548.0,0,0,12,,,,,,78.0,78.0,2.0,hard,1500.0,1000.0,0.0,40.0,60.0,20.0,60.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,,,,,,,,222.0,1.5,1.0
328,,rl_choice_warning,,html-keyboard-response,328,471871,0.0-1.0-550.0-0.0,1,0,12,,,,,,78.0,,2.0,,,,,,,,,,,,,,,,,,,,223.0,1.0,
329,,isi,,html-keyboard-response,329,472875,0.0-1.0-551.0,0,0,12,,,,,,78.0,,2.0,,,,,,,,,,,,,,,,,,,,224.0,1.0,
330,,iti,,html-keyboard-response,330,474377,0.0-1.0-553.0,0,0,12,,,,,,78.0,,2.0,,,,,,,,,,,,,,,,,,,,225.5,1.5,
331,,rl_choice,,html-keyboard-response,331,475881,0.0-1.0-555.0,0,0,12,,,,,,79.0,79.0,2.0,easy,2000.0,2000.0,1.0,80.0,20.0,100.0,0.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,,,,,,,,227.0,1.5,1.0
332,,rl_choice_warning,,html-keyboard-response,332,476884,0.0-1.0-557.0-0.0,1,0,12,,,,,,79.0,,2.0,,,,,,,,,,,,,,,,,,,,228.0,1.0,
333,,isi,,html-keyboard-response,333,478891,0.0-1.0-558.0,0,0,12,,,,,,79.0,,2.0,,,,,,,,,,,,,,,,,,,,230.0,2.0,
334,,iti,,html-keyboard-response,334,480896,0.0-1.0-560.0,0,0,12,,,,,,79.0,,2.0,,,,,,,,,,,,,,,,,,,,232.0,2.0,
